city	state_code	country	state_name
Selma	AL	US	Alibori Department
Selmont-West Selmont	AL	US	Alibori Department
Semmes	AL	US	Alibori Department
Sheffield	AL	US	Alibori Department
Shelby	AL	US	Alibori Department
Shelby County	AL	US	Alibori Department
Shoal Creek	AL	US	Alibori Department
Slocomb	AL	US	Alibori Department
Smiths Station	AL	US	Alibori Department
Smoke Rise	AL	US	Alibori Department
Southside	AL	US	Alibori Department
Spanish Fort	AL	US	Alibori Department
Springville	AL	US	Alibori Department
Steele	AL	US	Alibori Department
Stevenson	AL	US	Alibori Department
Stewartville	AL	US	Alibori Department
Sulligent	AL	US	Alibori Department
Sumiton	AL	US	Alibori Department
Summerdale	AL	US	Alibori Department
Sumter County	AL	US	Alibori Department
Sylacauga	AL	US	Alibori Department
Sylvan Springs	AL	US	Alibori Department
Sylvania	AL	US	Alibori Department
Talladega	AL	US	Alibori Department
Talladega County	AL	US	Alibori Department
Tallapoosa County	AL	US	Alibori Department
Tallassee	AL	US	Alibori Department
Tarrant	AL	US	Alibori Department
Taylor	AL	US	Alibori Department
Theodore	AL	US	Alibori Department
Thomasville	AL	US	Alibori Department
Thorsby	AL	US	Alibori Department
Tillmans Corner	AL	US	Alibori Department
Town Creek	AL	US	Alibori Department
Trinity	AL	US	Alibori Department
Troy	AL	US	Alibori Department
Trussville	AL	US	Alibori Department
Tuscaloosa	AL	US	Alibori Department
Tuscaloosa County	AL	US	Alibori Department
Tuscumbia	AL	US	Alibori Department
Tuskegee	AL	US	Alibori Department
Underwood-Petersville	AL	US	Alibori Department
Union Springs	AL	US	Alibori Department
Uniontown	AL	US	Alibori Department
Valley	AL	US	Alibori Department
Valley Grande	AL	US	Alibori Department
Vance	AL	US	Alibori Department
Vandiver	AL	US	Alibori Department
Vernon	AL	US	Alibori Department
Vestavia Hills	AL	US	Alibori Department
Vincent	AL	US	Alibori Department
Walker County	AL	US	Alibori Department
Warrior	AL	US	Alibori Department
Washington County	AL	US	Alibori Department
Weaver	AL	US	Alibori Department
Webb	AL	US	Alibori Department
Wedowee	AL	US	Alibori Department
West Blocton	AL	US	Alibori Department
West End-Cobb Town	AL	US	Alibori Department
Westover	AL	US	Alibori Department
Wetumpka	AL	US	Alibori Department
Whitesboro	AL	US	Alibori Department
Wilcox County	AL	US	Alibori Department
Wilsonville	AL	US	Alibori Department
Winfield	AL	US	Alibori Department
Winston County	AL	US	Alibori Department
Woodstock	AL	US	Alibori Department
York	AL	US	Alibori Department
Akutan	AK	US	Acklins
Aleutians East Borough	AK	US	Acklins
Aleutians West Census Area	AK	US	Acklins
Anchor Point	AK	US	Acklins
Anchorage	AK	US	Acklins
Anchorage Municipality	AK	US	Acklins
Badger	AK	US	Acklins
Barrow	AK	US	Acklins
Bear Creek	AK	US	Acklins
Bethel	AK	US	Acklins
Bethel Census Area	AK	US	Acklins
Big Lake	AK	US	Acklins
Bristol Bay Borough	AK	US	Acklins
Butte	AK	US	Acklins
Chevak	AK	US	Acklins
City and Borough of Wrangell	AK	US	Acklins
Cohoe	AK	US	Acklins
College	AK	US	Acklins
Cordova	AK	US	Acklins
Craig	AK	US	Acklins
Deltana	AK	US	Acklins
Denali Borough	AK	US	Acklins
Diamond Ridge	AK	US	Acklins
Dillingham	AK	US	Acklins
Dillingham Census Area	AK	US	Acklins
Dutch Harbor	AK	US	Acklins
Eagle River	AK	US	Acklins
Eielson Air Force Base	AK	US	Acklins
Elmendorf Air Force Base	AK	US	Acklins
Ester	AK	US	Acklins
Fairbanks	AK	US	Acklins
Fairbanks North Star Borough	AK	US	Acklins
Farm Loop	AK	US	Acklins
Farmers Loop	AK	US	Acklins
Fishhook	AK	US	Acklins
Fritz Creek	AK	US	Acklins
Gateway	AK	US	Acklins
Girdwood	AK	US	Acklins
Haines	AK	US	Acklins
Haines Borough	AK	US	Acklins
Healy	AK	US	Acklins
Homer	AK	US	Acklins
Hoonah-Angoon Census Area	AK	US	Acklins
Hooper Bay	AK	US	Acklins
Houston	AK	US	Acklins
Juneau	AK	US	Acklins
Kalifornsky	AK	US	Acklins
Kenai	AK	US	Acklins
Kenai Peninsula Borough	AK	US	Acklins
Ketchikan	AK	US	Acklins
Ketchikan Gateway Borough	AK	US	Acklins
King Cove	AK	US	Acklins
Knik-Fairview	AK	US	Acklins
Kodiak	AK	US	Acklins
Kodiak Island Borough	AK	US	Acklins
Kodiak Station	AK	US	Acklins
Kotzebue	AK	US	Acklins
Lake and Peninsula Borough	AK	US	Acklins
Lakes	AK	US	Acklins
Lazy Mountain	AK	US	Acklins
Matanuska-Susitna Borough	AK	US	Acklins
Meadow Lakes	AK	US	Acklins
Metlakatla	AK	US	Acklins
Nikiski	AK	US	Acklins
Nome	AK	US	Acklins
Nome Census Area	AK	US	Acklins
North Pole	AK	US	Acklins
North Slope Borough	AK	US	Acklins
Northwest Arctic Borough	AK	US	Acklins
Palmer	AK	US	Acklins
Petersburg	AK	US	Acklins
Petersburg Borough	AK	US	Acklins
Prudhoe Bay	AK	US	Acklins
Ridgeway	AK	US	Acklins
Salcha	AK	US	Acklins
Sand Point	AK	US	Acklins
Seward	AK	US	Acklins
Sitka	AK	US	Acklins
Sitka City and Borough	AK	US	Acklins
Skagway Municipality	AK	US	Acklins
Soldotna	AK	US	Acklins
Southeast Fairbanks Census Area	AK	US	Acklins
Sterling	AK	US	Acklins
Sutton-Alpine	AK	US	Acklins
Tanaina	AK	US	Acklins
Tok	AK	US	Acklins
Unalaska	AK	US	Acklins
Valdez	AK	US	Acklins
Valdez-Cordova Census Area	AK	US	Acklins
Wasilla	AK	US	Acklins
Willow	AK	US	Acklins
Wrangell	AK	US	Acklins
Y	AK	US	Acklins
Yakutat City and Borough	AK	US	Acklins
Yukon-Koyukuk Census Area	AK	US	Acklins
Ahwatukee Foothills	AZ	US	Zarqa Governorate
Ajo	AZ	US	Zarqa Governorate
Alhambra	AZ	US	Zarqa Governorate
Anthem	AZ	US	Zarqa Governorate
Apache County	AZ	US	Zarqa Governorate
Apache Junction	AZ	US	Zarqa Governorate
Arivaca Junction	AZ	US	Zarqa Governorate
Arizona City	AZ	US	Zarqa Governorate
Avenue B and C	AZ	US	Zarqa Governorate
Avondale	AZ	US	Zarqa Governorate
Avra Valley	AZ	US	Zarqa Governorate
Bagdad	AZ	US	Zarqa Governorate
Beaver Dam	AZ	US	Zarqa Governorate
Benson	AZ	US	Zarqa Governorate
Big Park	AZ	US	Zarqa Governorate
Bisbee	AZ	US	Zarqa Governorate
Black Canyon City	AZ	US	Zarqa Governorate
Blackwater	AZ	US	Zarqa Governorate
Buckeye	AZ	US	Zarqa Governorate
Bullhead City	AZ	US	Zarqa Governorate
Bylas	AZ	US	Zarqa Governorate
Cactus Flat	AZ	US	Zarqa Governorate
Camp Verde	AZ	US	Zarqa Governorate
Canyon Day	AZ	US	Zarqa Governorate
Carefree	AZ	US	Zarqa Governorate
Casa Blanca	AZ	US	Zarqa Governorate
Casa Grande	AZ	US	Zarqa Governorate
Casas Adobes	AZ	US	Zarqa Governorate
Catalina	AZ	US	Zarqa Governorate
Catalina Foothills	AZ	US	Zarqa Governorate
Cave Creek	AZ	US	Zarqa Governorate
Centennial Park	AZ	US	Zarqa Governorate
Central City	AZ	US	Zarqa Governorate
Central Heights-Midland City	AZ	US	Zarqa Governorate
Chandler	AZ	US	Zarqa Governorate
Chinle	AZ	US	Zarqa Governorate
Chino Valley	AZ	US	Zarqa Governorate
Cibecue	AZ	US	Zarqa Governorate
Cienega Springs	AZ	US	Zarqa Governorate
Citrus Park	AZ	US	Zarqa Governorate
Clarkdale	AZ	US	Zarqa Governorate
Claypool	AZ	US	Zarqa Governorate
Clifton	AZ	US	Zarqa Governorate
Cochise County	AZ	US	Zarqa Governorate
Coconino County	AZ	US	Zarqa Governorate
Colorado City	AZ	US	Zarqa Governorate
Congress	AZ	US	Zarqa Governorate
Coolidge	AZ	US	Zarqa Governorate
Cordes Lakes	AZ	US	Zarqa Governorate
Cornville	AZ	US	Zarqa Governorate
Corona de Tucson	AZ	US	Zarqa Governorate
Cottonwood	AZ	US	Zarqa Governorate
Deer Valley	AZ	US	Zarqa Governorate
Desert Hills	AZ	US	Zarqa Governorate
Dewey-Humboldt	AZ	US	Zarqa Governorate
Dilkon	AZ	US	Zarqa Governorate
Dolan Springs	AZ	US	Zarqa Governorate
Donovan Estates	AZ	US	Zarqa Governorate
Douglas	AZ	US	Zarqa Governorate
Drexel Heights	AZ	US	Zarqa Governorate
Eagar	AZ	US	Zarqa Governorate
East Sahuarita	AZ	US	Zarqa Governorate
Ehrenberg	AZ	US	Zarqa Governorate
El Mirage	AZ	US	Zarqa Governorate
Eloy	AZ	US	Zarqa Governorate
Encanto	AZ	US	Zarqa Governorate
First Mesa	AZ	US	Zarqa Governorate
Flagstaff	AZ	US	Zarqa Governorate
Florence	AZ	US	Zarqa Governorate
Flowing Wells	AZ	US	Zarqa Governorate
Fort Defiance	AZ	US	Zarqa Governorate
Fortuna Foothills	AZ	US	Zarqa Governorate
Fountain Hills	AZ	US	Zarqa Governorate
Fredonia	AZ	US	Zarqa Governorate
Ganado	AZ	US	Zarqa Governorate
Gila Bend	AZ	US	Zarqa Governorate
Gila County	AZ	US	Zarqa Governorate
Gilbert	AZ	US	Zarqa Governorate
Glendale	AZ	US	Zarqa Governorate
Globe	AZ	US	Zarqa Governorate
Gold Camp	AZ	US	Zarqa Governorate
Gold Canyon	AZ	US	Zarqa Governorate
Golden Shores	AZ	US	Zarqa Governorate
Golden Valley	AZ	US	Zarqa Governorate
Goodyear	AZ	US	Zarqa Governorate
Graham County	AZ	US	Zarqa Governorate
Grand Canyon	AZ	US	Zarqa Governorate
Grand Canyon Village	AZ	US	Zarqa Governorate
Green Valley	AZ	US	Zarqa Governorate
Greenlee County	AZ	US	Zarqa Governorate
Guadalupe	AZ	US	Zarqa Governorate
Heber-Overgaard	AZ	US	Zarqa Governorate
Holbrook	AZ	US	Zarqa Governorate
Houck	AZ	US	Zarqa Governorate
Huachuca City	AZ	US	Zarqa Governorate
Joseph City	AZ	US	Zarqa Governorate
Kachina Village	AZ	US	Zarqa Governorate
Kaibito	AZ	US	Zarqa Governorate
Kayenta	AZ	US	Zarqa Governorate
Kearny	AZ	US	Zarqa Governorate
Kingman	AZ	US	Zarqa Governorate
La Paz County	AZ	US	Zarqa Governorate
Lake Havasu City	AZ	US	Zarqa Governorate
Lake Montezuma	AZ	US	Zarqa Governorate
Lake of the Woods	AZ	US	Zarqa Governorate
Laveen	AZ	US	Zarqa Governorate
LeChee	AZ	US	Zarqa Governorate
Linden	AZ	US	Zarqa Governorate
Litchfield Park	AZ	US	Zarqa Governorate
Lukachukai	AZ	US	Zarqa Governorate
Mammoth	AZ	US	Zarqa Governorate
Many Farms	AZ	US	Zarqa Governorate
Marana	AZ	US	Zarqa Governorate
Maricopa	AZ	US	Zarqa Governorate
Maricopa County	AZ	US	Zarqa Governorate
Maryvale	AZ	US	Zarqa Governorate
Mayer	AZ	US	Zarqa Governorate
Meadview	AZ	US	Zarqa Governorate
Mesa	AZ	US	Zarqa Governorate
Mescal	AZ	US	Zarqa Governorate
Miami	AZ	US	Zarqa Governorate
Mohave County	AZ	US	Zarqa Governorate
Mohave Valley	AZ	US	Zarqa Governorate
Morenci	AZ	US	Zarqa Governorate
Mountainaire	AZ	US	Zarqa Governorate
Naco	AZ	US	Zarqa Governorate
Navajo County	AZ	US	Zarqa Governorate
New Kingman-Butler	AZ	US	Zarqa Governorate
New River	AZ	US	Zarqa Governorate
Nogales	AZ	US	Zarqa Governorate
North Fork	AZ	US	Zarqa Governorate
Oracle	AZ	US	Zarqa Governorate
Oro Valley	AZ	US	Zarqa Governorate
Page	AZ	US	Zarqa Governorate
Paradise Valley	AZ	US	Zarqa Governorate
Parker	AZ	US	Zarqa Governorate
Parks	AZ	US	Zarqa Governorate
Paulden	AZ	US	Zarqa Governorate
Payson	AZ	US	Zarqa Governorate
Peach Springs	AZ	US	Zarqa Governorate
Peoria	AZ	US	Zarqa Governorate
Peridot	AZ	US	Zarqa Governorate
Phoenix	AZ	US	Zarqa Governorate
Picture Rocks	AZ	US	Zarqa Governorate
Pima	AZ	US	Zarqa Governorate
Pima County	AZ	US	Zarqa Governorate
Pinal County	AZ	US	Zarqa Governorate
Pine	AZ	US	Zarqa Governorate
Pinetop-Lakeside	AZ	US	Zarqa Governorate
Pirtleville	AZ	US	Zarqa Governorate
Prescott	AZ	US	Zarqa Governorate
Prescott Valley	AZ	US	Zarqa Governorate
Quartzsite	AZ	US	Zarqa Governorate
Queen Creek	AZ	US	Zarqa Governorate
Rio Rico	AZ	US	Zarqa Governorate
Rio Verde	AZ	US	Zarqa Governorate
Sacaton	AZ	US	Zarqa Governorate
Saddle Brooke	AZ	US	Zarqa Governorate
Safford	AZ	US	Zarqa Governorate
Sahuarita	AZ	US	Zarqa Governorate
Saint David	AZ	US	Zarqa Governorate
Saint Johns	AZ	US	Zarqa Governorate
Saint Michaels	AZ	US	Zarqa Governorate
Salome	AZ	US	Zarqa Governorate
San Carlos	AZ	US	Zarqa Governorate
San Luis	AZ	US	Zarqa Governorate
San Manuel	AZ	US	Zarqa Governorate
San Tan Valley	AZ	US	Zarqa Governorate
Santa Cruz County	AZ	US	Zarqa Governorate
Scenic	AZ	US	Zarqa Governorate
Scottsdale	AZ	US	Zarqa Governorate
Sedona	AZ	US	Zarqa Governorate
Sells	AZ	US	Zarqa Governorate
Show Low	AZ	US	Zarqa Governorate
Sierra Vista	AZ	US	Zarqa Governorate
Sierra Vista Southeast	AZ	US	Zarqa Governorate
Six Shooter Canyon	AZ	US	Zarqa Governorate
Snowflake	AZ	US	Zarqa Governorate
Somerton	AZ	US	Zarqa Governorate
South Tucson	AZ	US	Zarqa Governorate
Spring Valley	AZ	US	Zarqa Governorate
Springerville	AZ	US	Zarqa Governorate
Star Valley	AZ	US	Zarqa Governorate
Summit	AZ	US	Zarqa Governorate
Sun City	AZ	US	Zarqa Governorate
Sun City West	AZ	US	Zarqa Governorate
Sun Lakes	AZ	US	Zarqa Governorate
Sun Valley	AZ	US	Zarqa Governorate
Superior	AZ	US	Zarqa Governorate
Surprise	AZ	US	Zarqa Governorate
Swift Trail Junction	AZ	US	Zarqa Governorate
Tanque Verde	AZ	US	Zarqa Governorate
Taylor	AZ	US	Zarqa Governorate
Tempe	AZ	US	Zarqa Governorate
Tempe Junction	AZ	US	Zarqa Governorate
Thatcher	AZ	US	Zarqa Governorate
Three Points	AZ	US	Zarqa Governorate
Tolleson	AZ	US	Zarqa Governorate
Tombstone	AZ	US	Zarqa Governorate
Tonto Basin	AZ	US	Zarqa Governorate
Tortolita	AZ	US	Zarqa Governorate
Tsaile	AZ	US	Zarqa Governorate
Tuba City	AZ	US	Zarqa Governorate
Tubac	AZ	US	Zarqa Governorate
Tucson	AZ	US	Zarqa Governorate
Tucson Estates	AZ	US	Zarqa Governorate
Vail	AZ	US	Zarqa Governorate
Valencia West	AZ	US	Zarqa Governorate
Valle Vista	AZ	US	Zarqa Governorate
Verde Village	AZ	US	Zarqa Governorate
Village of Oak Creek (Big Park)	AZ	US	Zarqa Governorate
Wellton	AZ	US	Zarqa Governorate
West Sedona	AZ	US	Zarqa Governorate
Whetstone	AZ	US	Zarqa Governorate
White Mountain Lake	AZ	US	Zarqa Governorate
Whiteriver	AZ	US	Zarqa Governorate
Wickenburg	AZ	US	Zarqa Governorate
Willcox	AZ	US	Zarqa Governorate
Williams	AZ	US	Zarqa Governorate
Williamson	AZ	US	Zarqa Governorate
Willow Valley	AZ	US	Zarqa Governorate
Window Rock	AZ	US	Zarqa Governorate
Winslow	AZ	US	Zarqa Governorate
Yavapai County	AZ	US	Zarqa Governorate
Youngtown	AZ	US	Zarqa Governorate
Yuma	AZ	US	Zarqa Governorate
Yuma County	AZ	US	Zarqa Governorate
Alexander	AR	US	Ararat Province
Alma	AR	US	Ararat Province
Arkadelphia	AR	US	Ararat Province
Arkansas City	AR	US	Ararat Province
Arkansas County	AR	US	Ararat Province
Ash Flat	AR	US	Ararat Province
Ashdown	AR	US	Ararat Province
Ashley County	AR	US	Ararat Province
Atkins	AR	US	Ararat Province
Augusta	AR	US	Ararat Province
Austin	AR	US	Ararat Province
Bald Knob	AR	US	Ararat Province
Barling	AR	US	Ararat Province
Batesville	AR	US	Ararat Province
Baxter County	AR	US	Ararat Province
Bay	AR	US	Ararat Province
Beebe	AR	US	Ararat Province
Bella Vista	AR	US	Ararat Province
Benton	AR	US	Ararat Province
Benton County	AR	US	Ararat Province
Bentonville	AR	US	Ararat Province
Berryville	AR	US	Ararat Province
Bethel Heights	AR	US	Ararat Province
Blytheville	AR	US	Ararat Province
Bono	AR	US	Ararat Province
Boone County	AR	US	Ararat Province
Booneville	AR	US	Ararat Province
Bradley County	AR	US	Ararat Province
Brinkley	AR	US	Ararat Province
Brookland	AR	US	Ararat Province
Bryant	AR	US	Ararat Province
Bull Shoals	AR	US	Ararat Province
Cabot	AR	US	Ararat Province
Calhoun County	AR	US	Ararat Province
Calico Rock	AR	US	Ararat Province
Camden	AR	US	Ararat Province
Caraway	AR	US	Ararat Province
Carlisle	AR	US	Ararat Province
Carroll County	AR	US	Ararat Province
Cave City	AR	US	Ararat Province
Cave Springs	AR	US	Ararat Province
Cedarville	AR	US	Ararat Province
Centerton	AR	US	Ararat Province
Charleston	AR	US	Ararat Province
Cherokee Village	AR	US	Ararat Province
Chicot County	AR	US	Ararat Province
Clarendon	AR	US	Ararat Province
Clark County	AR	US	Ararat Province
Clarksville	AR	US	Ararat Province
Clay County	AR	US	Ararat Province
Cleburne County	AR	US	Ararat Province
Cleveland County	AR	US	Ararat Province
Clinton	AR	US	Ararat Province
Coal Hill	AR	US	Ararat Province
Columbia County	AR	US	Ararat Province
Conway	AR	US	Ararat Province
Conway County	AR	US	Ararat Province
Corning	AR	US	Ararat Province
Craighead County	AR	US	Ararat Province
Crawford County	AR	US	Ararat Province
Crittenden County	AR	US	Ararat Province
Cross County	AR	US	Ararat Province
Crossett	AR	US	Ararat Province
Dallas County	AR	US	Ararat Province
Danville	AR	US	Ararat Province
Dardanelle	AR	US	Ararat Province
De Queen	AR	US	Ararat Province
De Witt	AR	US	Ararat Province
Decatur	AR	US	Ararat Province
Dermott	AR	US	Ararat Province
Des Arc	AR	US	Ararat Province
Desha County	AR	US	Ararat Province
Diaz	AR	US	Ararat Province
Dierks	AR	US	Ararat Province
Dover	AR	US	Ararat Province
Drew County	AR	US	Ararat Province
Dumas	AR	US	Ararat Province
Earle	AR	US	Ararat Province
East End	AR	US	Ararat Province
El Dorado	AR	US	Ararat Province
Elkins	AR	US	Ararat Province
Elm Springs	AR	US	Ararat Province
England	AR	US	Ararat Province
Eudora	AR	US	Ararat Province
Eureka Springs	AR	US	Ararat Province
Fairfield Bay	AR	US	Ararat Province
Farmington	AR	US	Ararat Province
Faulkner County	AR	US	Ararat Province
Fayetteville	AR	US	Ararat Province
Flippin	AR	US	Ararat Province
Fordyce	AR	US	Ararat Province
Forrest City	AR	US	Ararat Province
Fort Smith	AR	US	Ararat Province
Franklin County	AR	US	Ararat Province
Fulton County	AR	US	Ararat Province
Garland County	AR	US	Ararat Province
Gassville	AR	US	Ararat Province
Gentry	AR	US	Ararat Province
Gibson	AR	US	Ararat Province
Glenwood	AR	US	Ararat Province
Goshen	AR	US	Ararat Province
Gosnell	AR	US	Ararat Province
Grant County	AR	US	Ararat Province
Gravel Ridge	AR	US	Ararat Province
Gravette	AR	US	Ararat Province
Green Forest	AR	US	Ararat Province
Greenbrier	AR	US	Ararat Province
Greene County	AR	US	Ararat Province
Greenland	AR	US	Ararat Province
Greenwood	AR	US	Ararat Province
Gurdon	AR	US	Ararat Province
Hamburg	AR	US	Ararat Province
Hampton	AR	US	Ararat Province
Harrisburg	AR	US	Ararat Province
Harrison	AR	US	Ararat Province
Haskell	AR	US	Ararat Province
Hazen	AR	US	Ararat Province
Heber Springs	AR	US	Ararat Province
Helena	AR	US	Ararat Province
Helena-West Helena	AR	US	Ararat Province
Hempstead County	AR	US	Ararat Province
Highland	AR	US	Ararat Province
Holiday Island	AR	US	Ararat Province
Hope	AR	US	Ararat Province
Horatio	AR	US	Ararat Province
Horseshoe Bend	AR	US	Ararat Province
Hot Spring County	AR	US	Ararat Province
Hot Springs	AR	US	Ararat Province
Hot Springs National Park	AR	US	Ararat Province
Hot Springs Village	AR	US	Ararat Province
Howard County	AR	US	Ararat Province
Hoxie	AR	US	Ararat Province
Hughes	AR	US	Ararat Province
Huntsville	AR	US	Ararat Province
Independence County	AR	US	Ararat Province
Izard County	AR	US	Ararat Province
Jackson County	AR	US	Ararat Province
Jacksonville	AR	US	Ararat Province
Jasper	AR	US	Ararat Province
Jefferson County	AR	US	Ararat Province
Johnson	AR	US	Ararat Province
Johnson County	AR	US	Ararat Province
Jonesboro	AR	US	Ararat Province
Judsonia	AR	US	Ararat Province
Kensett	AR	US	Ararat Province
Lafayette County	AR	US	Ararat Province
Lake City	AR	US	Ararat Province
Lake Hamilton	AR	US	Ararat Province
Lake Village	AR	US	Ararat Province
Lamar	AR	US	Ararat Province
Landmark	AR	US	Ararat Province
Lavaca	AR	US	Ararat Province
Lawrence County	AR	US	Ararat Province
Leachville	AR	US	Ararat Province
Lee County	AR	US	Ararat Province
Lepanto	AR	US	Ararat Province
Lewisville	AR	US	Ararat Province
Lincoln	AR	US	Ararat Province
Lincoln County	AR	US	Ararat Province
Little Flock	AR	US	Ararat Province
Little River County	AR	US	Ararat Province
Little Rock	AR	US	Ararat Province
Little Rock Air Force Base	AR	US	Ararat Province
Logan County	AR	US	Ararat Province
London	AR	US	Ararat Province
Lonoke	AR	US	Ararat Province
Lonoke County	AR	US	Ararat Province
Lowell	AR	US	Ararat Province
Luxora	AR	US	Ararat Province
Madison County	AR	US	Ararat Province
Magnolia	AR	US	Ararat Province
Malvern	AR	US	Ararat Province
Manila	AR	US	Ararat Province
Mansfield	AR	US	Ararat Province
Marianna	AR	US	Ararat Province
Marion	AR	US	Ararat Province
Marion County	AR	US	Ararat Province
Marked Tree	AR	US	Ararat Province
Marmaduke	AR	US	Ararat Province
Marshall	AR	US	Ararat Province
Marvell	AR	US	Ararat Province
Maumelle	AR	US	Ararat Province
Mayflower	AR	US	Ararat Province
McAlmont	AR	US	Ararat Province
McCrory	AR	US	Ararat Province
McGehee	AR	US	Ararat Province
Melbourne	AR	US	Ararat Province
Mena	AR	US	Ararat Province
Midway	AR	US	Ararat Province
Miller County	AR	US	Ararat Province
Mineral Springs	AR	US	Ararat Province
Mississippi County	AR	US	Ararat Province
Monette	AR	US	Ararat Province
Monroe County	AR	US	Ararat Province
Montgomery County	AR	US	Ararat Province
Monticello	AR	US	Ararat Province
Morrilton	AR	US	Ararat Province
Mount Ida	AR	US	Ararat Province
Mountain Home	AR	US	Ararat Province
Mountain View	AR	US	Ararat Province
Mulberry	AR	US	Ararat Province
Murfreesboro	AR	US	Ararat Province
Nashville	AR	US	Ararat Province
Nevada County	AR	US	Ararat Province
Newark	AR	US	Ararat Province
Newport	AR	US	Ararat Province
Newton County	AR	US	Ararat Province
North Crossett	AR	US	Ararat Province
North Little Rock	AR	US	Ararat Province
Ola	AR	US	Ararat Province
Osceola	AR	US	Ararat Province
Ouachita County	AR	US	Ararat Province
Ozark	AR	US	Ararat Province
Paragould	AR	US	Ararat Province
Paris	AR	US	Ararat Province
Parkin	AR	US	Ararat Province
Pea Ridge	AR	US	Ararat Province
Perry County	AR	US	Ararat Province
Perryville	AR	US	Ararat Province
Phillips County	AR	US	Ararat Province
Piggott	AR	US	Ararat Province
Pike County	AR	US	Ararat Province
Pine Bluff	AR	US	Ararat Province
Piney	AR	US	Ararat Province
Pocahontas	AR	US	Ararat Province
Poinsett County	AR	US	Ararat Province
Polk County	AR	US	Ararat Province
Pope County	AR	US	Ararat Province
Pottsville	AR	US	Ararat Province
Prairie County	AR	US	Ararat Province
Prairie Creek	AR	US	Ararat Province
Prairie Grove	AR	US	Ararat Province
Prescott	AR	US	Ararat Province
Pulaski County	AR	US	Ararat Province
Randolph County	AR	US	Ararat Province
Rector	AR	US	Ararat Province
Redfield	AR	US	Ararat Province
Rison	AR	US	Ararat Province
Rockwell	AR	US	Ararat Province
Rogers	AR	US	Ararat Province
Russellville	AR	US	Ararat Province
Saint Francis County	AR	US	Ararat Province
Salem	AR	US	Ararat Province
Saline County	AR	US	Ararat Province
Scott County	AR	US	Ararat Province
Searcy	AR	US	Ararat Province
Searcy County	AR	US	Ararat Province
Sebastian County	AR	US	Ararat Province
Sevier County	AR	US	Ararat Province
Shannon Hills	AR	US	Ararat Province
Sharp County	AR	US	Ararat Province
Sheridan	AR	US	Ararat Province
Sherwood	AR	US	Ararat Province
Siloam Springs	AR	US	Ararat Province
Smackover	AR	US	Ararat Province
Southside	AR	US	Ararat Province
Springdale	AR	US	Ararat Province
Stamps	AR	US	Ararat Province
Star City	AR	US	Ararat Province
Stone County	AR	US	Ararat Province
Stuttgart	AR	US	Ararat Province
Sulphur Springs	AR	US	Ararat Province
Texarkana	AR	US	Ararat Province
Tontitown	AR	US	Ararat Province
Trumann	AR	US	Ararat Province
Tuckerman	AR	US	Ararat Province
Union County	AR	US	Ararat Province
Van Buren	AR	US	Ararat Province
Van Buren County	AR	US	Ararat Province
Vilonia	AR	US	Ararat Province
Waldo	AR	US	Ararat Province
Waldron	AR	US	Ararat Province
Walnut Ridge	AR	US	Ararat Province
Ward	AR	US	Ararat Province
Warren	AR	US	Ararat Province
Washington County	AR	US	Ararat Province
West Crossett	AR	US	Ararat Province
West Fork	AR	US	Ararat Province
West Helena	AR	US	Ararat Province
West Memphis	AR	US	Ararat Province
White County	AR	US	Ararat Province
White Hall	AR	US	Ararat Province
Woodruff County	AR	US	Ararat Province
Wrightsville	AR	US	Ararat Province
Wynne	AR	US	Ararat Province
Yell County	AR	US	Ararat Province
Yellville	AR	US	Ararat Province
Acalanes Ridge	CA	US	Cankuzo Province
Acton	CA	US	Cankuzo Province
Adelanto	CA	US	Cankuzo Province
Agoura	CA	US	Cankuzo Province
Agoura Hills	CA	US	Cankuzo Province
Agua Dulce	CA	US	Cankuzo Province
Aguanga	CA	US	Cankuzo Province
Ahwahnee	CA	US	Cankuzo Province
Alameda	CA	US	Cankuzo Province
Alameda County	CA	US	Cankuzo Province
Alamo	CA	US	Cankuzo Province
Albany	CA	US	Cankuzo Province
Alhambra	CA	US	Cankuzo Province
Aliso Viejo	CA	US	Cankuzo Province
Allendale	CA	US	Cankuzo Province
Alondra Park	CA	US	Cankuzo Province
Alpaugh	CA	US	Cankuzo Province
Alpine	CA	US	Cankuzo Province
Alpine County	CA	US	Cankuzo Province
Alta Sierra	CA	US	Cankuzo Province
Altadena	CA	US	Cankuzo Province
Alturas	CA	US	Cankuzo Province
Alum Rock	CA	US	Cankuzo Province
Amador County	CA	US	Cankuzo Province
American Canyon	CA	US	Cankuzo Province
Amesti	CA	US	Cankuzo Province
Anaheim	CA	US	Cankuzo Province
Anderson	CA	US	Cankuzo Province
Angels Camp	CA	US	Cankuzo Province
Angwin	CA	US	Cankuzo Province
Antelope	CA	US	Cankuzo Province
Antioch	CA	US	Cankuzo Province
Anza	CA	US	Cankuzo Province
Apple Valley	CA	US	Cankuzo Province
Aptos	CA	US	Cankuzo Province
Aptos Hills-Larkin Valley	CA	US	Cankuzo Province
Arbuckle	CA	US	Cankuzo Province
Arcadia	CA	US	Cankuzo Province
Arcata	CA	US	Cankuzo Province
Arden-Arcade	CA	US	Cankuzo Province
Armona	CA	US	Cankuzo Province
Arnold	CA	US	Cankuzo Province
Aromas	CA	US	Cankuzo Province
Arroyo Grande	CA	US	Cankuzo Province
Artesia	CA	US	Cankuzo Province
